name,university,title1,title2,picture,pdf
"Augusto Ochoa, MD","LSU Health New Orleans","Director, Stanley S. Scott Cancer","Transformational Effects of COBRE Research in Louisiana",images/speakers/2020/2020_LBRN_Annual_keynote_ochoa.png,images/speakers/2020/2020_LBRN_Annual_keynote_Ochoa.pdf
